0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:17 +0700] "GET /DuAnNhaTruong/views/assets/base.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:17 +0700] "GET /DuAnNhaTruong/views/assets/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:17 +0700] "GET /DuAnNhaTruong/views/assets/image/user.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:17 +0700] "GET /DuAnNhaTruong/views/assets/image/Poly.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:17 +0700] "GET /DuAnNhaTruong/views/assets/image/241315670_374048297772326_2602951087702346768_n.png HTTP/1.1" 200 2282
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:23 +0700] "GET /DuAnNhaTruong/views/formDoiLichThi.jsp? HTTP/1.1" 200 5541
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:27 +0700] "GET /DuAnNhaTruong/views/formDoiLichThi.jsp? HTTP/1.1" 200 5541
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:41 +0700] "GET /DuAnNhaTruong/views/loginForm.jsp HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:41 +0700] "GET /DuAnNhaTruong/views/assets/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:41 +0700] "GET /DuAnNhaTruong/views/image/Poly.png HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [24/Sep/2021:10:33:41 +0700] "GET /DuAnNhaTruong/views/image/google.png HTTP/1.1" 404 799
